trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
629,False,"{'a': 0.1, 'e': 0.5329569060230741}",30,13,2.3501763192598935,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.1, 'e': 0.532423949117051}",25,8,11.96119462490734,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.1, 'e': 0.531891525167934}",20,0,-103.31081181220549,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
632,False,"{'a': 0.1, 'e': 0.5313596336427661}",25,5,-6.865954603315998,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
633,False,"{'a': 0.1, 'e': 0.5308282740091232}",20,0,-49.657041888613435,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
634,False,"{'a': 0.1, 'e': 0.5302974457351142}",25,0,-81.12694042175218,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
635,False,"{'a': 0.1, 'e': 0.5297671482893791}",20,0,-85.58385249615992,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
636,False,"{'a': 0.1, 'e': 0.5292373811410898}",25,0,-130.77334658622993,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
637,False,"{'a': 0.1, 'e': 0.5287081437599487}",20,14,10.019003834557394,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.1, 'e': 0.5281794356161887}",30,6,22.31370655296404,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.1, 'e': 0.5276512561805725}",30,8,-76.81468507375878,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 1}",1
640,False,"{'a': 0.1, 'e': 0.5271236049243919}",30,11,23.386161952800137,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.1, 'e': 0.5265964813194676}",20,5,-10.666448863894816,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.1, 'e': 0.5260698848381481}",25,14,6.028901786755983,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.1, 'e': 0.5255438149533099}",30,12,-35.09991295487477,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
644,False,"{'a': 0.1, 'e': 0.5250182711383566}",25,0,-16.055767367199504,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
645,False,"{'a': 0.1, 'e': 0.5244932528672183}",30,0,-60.26559603829883,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
646,False,"{'a': 0.1, 'e': 0.5239687596143511}",30,17,6.338102194136198,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.1, 'e': 0.5234447908547367}",20,0,-13.975392035490577,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
648,False,"{'a': 0.1, 'e': 0.522921346063882}",20,7,-32.98569230900852,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
649,False,"{'a': 0.1, 'e': 0.522398424717818}",25,0,-55.503536792619244,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
650,False,"{'a': 0.1, 'e': 0.5218760262931003}",35,21,-70.6267176032556,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
651,False,"{'a': 0.1, 'e': 0.5213541502668072}",25,11,-55.14492188953147,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
652,False,"{'a': 0.1, 'e': 0.5208327961165404}",20,0,-24.852486365010208,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
653,False,"{'a': 0.1, 'e': 0.5203119633204238}",25,4,-28.274422715903636,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
654,False,"{'a': 0.1, 'e': 0.5197916513571034}",25,3,3.0010091727416732,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
655,False,"{'a': 0.1, 'e': 0.5192718597057463}",20,0,-40.288428129655706,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
656,False,"{'a': 0.1, 'e': 0.5187525878460405}",25,0,-32.460010197069266,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
657,False,"{'a': 0.1, 'e': 0.5182338352581944}",20,7,-0.6253036000429393,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
658,False,"{'a': 0.1, 'e': 0.5177156014229363}",20,0,-110.78891550628346,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
659,False,"{'a': 0.1, 'e': 0.5171978858215134}",25,14,-21.806161712382412,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
660,False,"{'a': 0.1, 'e': 0.5166806879356919}",20,5,-25.73140231332428,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
661,False,"{'a': 0.1, 'e': 0.5161640072477562}",25,0,-132.36147995874154,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
662,False,"{'a': 0.1, 'e': 0.5156478432405085}",20,6,-89.31847699026893,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
663,False,"{'a': 0.1, 'e': 0.515132195397268}",25,8,-121.4446432533099,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 3}",1
664,False,"{'a': 0.1, 'e': 0.5146170632018707}",30,16,-25.755819108466476,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
665,False,"{'a': 0.1, 'e': 0.5141024461386688}",20,10,5.557494596536671,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.1, 'e': 0.5135883436925301}",20,8,1.3376275505404076,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.1, 'e': 0.5130747553488376}",20,8,-41.70559617609179,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
668,False,"{'a': 0.1, 'e': 0.5125616805934888}",20,0,-67.19833287528388,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
669,False,"{'a': 0.1, 'e': 0.5120491189128954}",20,0,-24.528155847013664,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",1
670,False,"{'a': 0.1, 'e': 0.5115370697939825}",20,3,-33.505965909904916,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
671,False,"{'a': 0.1, 'e': 0.5110255327241885}",25,9,-40.86203495752989,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
672,False,"{'a': 0.1, 'e': 0.5105145071914643}",20,10,6.535780358946219,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.1, 'e': 0.5100039926842729}",25,15,11.890992855072945,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.1, 'e': 0.5094939886915886}",25,14,-5.488048963376781,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.1, 'e': 0.508984494702897}",20,13,-15.151526281196787,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
676,False,"{'a': 0.1, 'e': 0.508475510208194}",35,16,-11.491787025542973,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
677,False,"{'a': 0.1, 'e': 0.5079670346979859}",35,10,-21.844555596821344,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
678,False,"{'a': 0.1, 'e': 0.5074590676632879}",25,5,-33.85945226991461,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
679,False,"{'a': 0.1, 'e': 0.5069516085956246}",20,16,7.549986209805038,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.1, 'e': 0.506444656987029}",20,4,-0.8622215376052305,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.1, 'e': 0.505938212330042}",20,9,-14.116542082941855,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
682,False,"{'a': 0.1, 'e': 0.505432274117712}",20,10,-16.689229008085405,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
683,False,"{'a': 0.1, 'e': 0.5049268418435943}",20,0,-3.9713013938570025,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
684,False,"{'a': 0.1, 'e': 0.5044219150017507}",25,7,-28.073100219277155,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
685,False,"{'a': 0.1, 'e': 0.5039174930867489}",30,19,-27.837272261957377,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
686,False,"{'a': 0.1, 'e': 0.5034135755936622}",25,8,-70.04056048048946,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
687,False,"{'a': 0.1, 'e': 0.5029101620180685}",30,9,10.6450095574903,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.1, 'e': 0.5024072518560504}",20,4,-3.24934413558832,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
689,False,"{'a': 0.1, 'e': 0.5019048446041944}",30,0,-4.130250919717312,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
690,False,"{'a': 0.1, 'e': 0.5014029397595902}",25,14,-3.5109656886739726,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.1, 'e': 0.5009015368198305}",20,0,-2.1521507503818764,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
692,False,"{'a': 0.1, 'e': 0.5004006352830107}",35,14,-63.68297639200501,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 1}",1
693,False,"{'a': 0.1, 'e': 0.4999002346477277}",25,8,4.068625562255086,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
694,False,"{'a': 0.1, 'e': 0.49940033441307996}",25,0,-115.70415218192085,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
695,False,"{'a': 0.1, 'e': 0.49890093407866687}",25,13,-23.923331036237172,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
696,False,"{'a': 0.1, 'e': 0.4984020331445882}",20,8,6.665080233376911,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.1, 'e': 0.4979036311114436}",20,0,0.8936379252299592,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
698,False,"{'a': 0.1, 'e': 0.4974057274803321}",25,14,-49.53457928901087,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
699,False,"{'a': 0.1, 'e': 0.49690832175285177}",25,7,-43.24094621980706,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
700,False,"{'a': 0.1, 'e': 0.4964114134310989}",20,0,-91.67366853141093,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
701,False,"{'a': 0.1, 'e': 0.4959150020176678}",25,19,3.5541141603660416,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.1, 'e': 0.49541908701565013}",25,0,-19.932757745042377,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
703,False,"{'a': 0.1, 'e': 0.49492366792863446}",35,18,-25.34268455597944,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
704,False,"{'a': 0.1, 'e': 0.4944287442607058}",20,0,-77.55461793086708,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
705,False,"{'a': 0.1, 'e': 0.4939343155164451}",25,6,-74.2052411973336,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
706,False,"{'a': 0.1, 'e': 0.4934403812009287}",25,16,2.768750024885274,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.1, 'e': 0.4929469408197278}",35,18,-42.7043091252134,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
708,False,"{'a': 0.1, 'e': 0.49245399387890804}",25,13,-17.55163214503938,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
709,False,"{'a': 0.1, 'e': 0.4919615398850291}",25,0,-89.77579142232328,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
710,False,"{'a': 0.1, 'e': 0.4914695783451441}",20,0,-47.674756508241295,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
711,False,"{'a': 0.1, 'e': 0.4909781087667989}",20,0,-37.836131144776694,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
712,False,"{'a': 0.1, 'e': 0.4904871306580321}",20,7,10.303299332294761,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.1, 'e': 0.4899966435273741}",20,0,-33.500376584558566,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
714,False,"{'a': 0.1, 'e': 0.4895066468838467}",25,14,-45.04880936163046,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
715,False,"{'a': 0.1, 'e': 0.48901714023696286}",20,0,-27.609137740440048,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
716,False,"{'a': 0.1, 'e': 0.4885281230967259}",20,9,-32.45824655638464,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
717,False,"{'a': 0.1, 'e': 0.48803959497362914}",20,0,17.800702692548622,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
718,False,"{'a': 0.1, 'e': 0.4875515553786555}",25,7,-118.87627345422084,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 2}",1
719,False,"{'a': 0.1, 'e': 0.48706400382327686}",20,0,-61.4202663104684,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
720,False,"{'a': 0.1, 'e': 0.4865769398194536}",30,7,-24.209775012608656,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
721,False,"{'a': 0.1, 'e': 0.48609036287963414}",25,0,-24.152896490873054,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
722,False,"{'a': 0.1, 'e': 0.48560427251675453}",20,11,3.8566256223855016,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.1, 'e': 0.48511866824423777}",20,1,-60.12393494882948,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
724,False,"{'a': 0.1, 'e': 0.4846335495759935}",20,0,-68.06799518112331,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
725,False,"{'a': 0.1, 'e': 0.4841489160264175}",20,0,-69.57176929383228,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",1
726,False,"{'a': 0.1, 'e': 0.4836647671103911}",25,18,13.240365234878134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.1, 'e': 0.4831811023432807}",20,0,-96.26912497018462,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
728,False,"{'a': 0.1, 'e': 0.4826979212409374}",25,0,-90.90813789011834,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
729,False,"{'a': 0.1, 'e': 0.48221522331969646}",20,7,-65.65751823652971,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
730,False,"{'a': 0.1, 'e': 0.48173300809637676}",25,2,-24.118937186960476,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
731,False,"{'a': 0.1, 'e': 0.48125127508828036}",20,0,-9.9457844511493,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
732,False,"{'a': 0.1, 'e': 0.48077002381319206}",25,0,-100.73588518659041,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
733,False,"{'a': 0.1, 'e': 0.48028925378937887}",25,15,16.92785811306657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.1, 'e': 0.47980896453558947}",20,13,1.0556224237576775,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.1, 'e': 0.4793291555710539}",20,0,-97.8612149983204,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",1
736,False,"{'a': 0.1, 'e': 0.47884982641548285}",20,14,-11.719020085694012,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
737,False,"{'a': 0.1, 'e': 0.47837097658906735}",20,0,-82.79654791101181,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
738,False,"{'a': 0.1, 'e': 0.47789260561247826}",30,0,-45.632547653622055,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",1
739,False,"{'a': 0.1, 'e': 0.4774147130068658}",35,20,-45.60964352640244,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
740,False,"{'a': 0.1, 'e': 0.4769372982938589}",20,2,-7.295462785587841,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
741,False,"{'a': 0.1, 'e': 0.47646036099556505}",25,9,-40.8354930729704,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
742,False,"{'a': 0.1, 'e': 0.47598390063456947}",20,0,-28.825122832733687,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
743,False,"{'a': 0.1, 'e': 0.4755079167339349}",20,0,-6.461380814883349,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
744,False,"{'a': 0.1, 'e': 0.47503240881720094}",25,0,-63.66001343515804,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
745,False,"{'a': 0.1, 'e': 0.47455737640838375}",35,13,-71.71985761416201,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
746,False,"{'a': 0.1, 'e': 0.47408281903197536}",20,4,-33.528085000434494,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
747,False,"{'a': 0.1, 'e': 0.47360873621294336}",25,0,-32.72330564670954,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
748,False,"{'a': 0.1, 'e': 0.4731351274767304}",20,0,-31.20067148996358,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
749,False,"{'a': 0.1, 'e': 0.4726619923492537}",25,14,-28.48611793726404,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
750,False,"{'a': 0.1, 'e': 0.47218933035690447}",25,0,-19.442146402660267,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
751,False,"{'a': 0.1, 'e': 0.47171714102654755}",25,0,-53.90080737954986,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
752,False,"{'a': 0.1, 'e': 0.471245423885521}",30,18,-3.6550952440529008,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
753,False,"{'a': 0.1, 'e': 0.47077417846163544}",20,0,18.930764023288898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
754,False,"{'a': 0.1, 'e': 0.4703034042831738}",25,13,-38.93143307673096,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
755,False,"{'a': 0.1, 'e': 0.46983310087889063}",20,0,-20.450580489705334,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
756,False,"{'a': 0.1, 'e': 0.46936326777801174}",25,7,-1.7755086906446569,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.1, 'e': 0.4688939045102337}",20,16,7.611410305665811,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.1, 'e': 0.4684250106057235}",20,5,-58.21048460319501,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
759,False,"{'a': 0.1, 'e': 0.46795658559511777}",20,8,-16.68011008993873,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
760,False,"{'a': 0.1, 'e': 0.46748862900952265}",25,0,-86.80911186863216,"{0: 19, 1: 1, 2: 1, 3: 3, 4: 1}",0
761,False,"{'a': 0.1, 'e': 0.4670211403805131}",25,0,1.6075410033461408,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
762,False,"{'a': 0.1, 'e': 0.4665541192401326}",30,0,-100.1282518474638,"{0: 24, 1: 0, 2: 2, 3: 2, 4: 2}",0
763,False,"{'a': 0.1, 'e': 0.4660875651208925}",25,0,-182.05775905396789,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
764,False,"{'a': 0.1, 'e': 0.4656214775557716}",20,3,11.020519852430443,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.1, 'e': 0.46515585607821586}",20,9,-18.54124229886206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
766,False,"{'a': 0.1, 'e': 0.46469070022213765}",20,0,-28.88260408870524,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
767,False,"{'a': 0.1, 'e': 0.4642260095219155}",25,1,39.14981100939837,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.1, 'e': 0.4637617835123936}",20,0,-49.94882600838337,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
769,False,"{'a': 0.1, 'e': 0.46329802172888124}",25,17,17.383378136743918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.1, 'e': 0.46283472370715234}",20,7,-3.9290887744615066,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
771,False,"{'a': 0.1, 'e': 0.46237188898344517}",20,11,-20.239609326487674,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
772,False,"{'a': 0.1, 'e': 0.4619095170944617}",20,0,-16.25918057032812,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
773,False,"{'a': 0.1, 'e': 0.46144760757736725}",20,0,9.582012299046044,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
774,False,"{'a': 0.1, 'e': 0.46098615996978987}",25,12,20.647689203714428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.1, 'e': 0.46052517380982005}",25,13,-35.09617103417831,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
776,False,"{'a': 0.1, 'e': 0.4600646486360102}",25,0,-30.371968985852188,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
777,False,"{'a': 0.1, 'e': 0.4596045839873742}",35,10,-24.103705532780072,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
778,False,"{'a': 0.1, 'e': 0.45914497940338683}",20,8,-4.274594986594824,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.1, 'e': 0.4586858344239834}",20,5,-65.15330169875446,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
780,False,"{'a': 0.1, 'e': 0.45822714858955943}",25,13,8.232412824947097,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.1, 'e': 0.45776892144096987}",20,9,-35.01023153304745,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
782,False,"{'a': 0.1, 'e': 0.4573111525195289}",20,9,9.408329594297768,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.1, 'e': 0.4568538413670094}",20,15,1.0758923387413992,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.1, 'e': 0.4563969875256424}",30,23,1.4195407723909557,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.1, 'e': 0.45594059053811675}",20,9,5.497467774359903,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.1, 'e': 0.45548464994757865}",25,17,11.278712155319218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.1, 'e': 0.45502916529763104}",25,2,-67.83240037144154,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
788,False,"{'a': 0.1, 'e': 0.45457413613233344}",30,3,-9.308035132101182,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 0}",1
789,False,"{'a': 0.1, 'e': 0.4541195619962011}",30,22,-41.33181087970413,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
790,False,"{'a': 0.1, 'e': 0.4536654424342049}",20,0,-162.24215776378117,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
791,False,"{'a': 0.1, 'e': 0.45321177699177073}",25,19,-33.02309480654446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
792,False,"{'a': 0.1, 'e': 0.452758565214779}",30,21,8.934348923324492,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.1, 'e': 0.4523058066495642}",25,11,4.61073533619044,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.1, 'e': 0.45185350084291465}",30,18,1.4982585789035232,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.1, 'e': 0.4514016473420717}",25,11,2.5333673553125395,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
796,False,"{'a': 0.1, 'e': 0.45095024569472963}",20,6,-19.92407064719333,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
797,False,"{'a': 0.1, 'e': 0.4504992954490349}",25,13,-20.37924169965562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.1, 'e': 0.45004879615358584}",35,0,-45.23099761823038,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
799,False,"{'a': 0.1, 'e': 0.44959874735743227}",20,0,-89.60427011673666,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
800,False,"{'a': 0.1, 'e': 0.4491491486100748}",20,0,-135.66605579067163,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
801,False,"{'a': 0.1, 'e': 0.44869999946146477}",30,22,15.907616779273305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.1, 'e': 0.4482512994620033}",20,8,3.2913257890846856,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.1, 'e': 0.4478030481625413}",20,11,-20.45294166767206,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
804,False,"{'a': 0.1, 'e': 0.44735524511437874}",20,0,-106.54233288903559,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
805,False,"{'a': 0.1, 'e': 0.4469078898692644}",30,8,12.870377369167144,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
806,False,"{'a': 0.1, 'e': 0.4464609819793951}",30,19,-7.240489640164766,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
807,False,"{'a': 0.1, 'e': 0.44601452099741573}",20,15,6.463206536784587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.1, 'e': 0.4455685064764183}",25,0,-48.69307851661173,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
809,False,"{'a': 0.1, 'e': 0.4451229379699419}",20,0,-41.12114931258231,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
810,False,"{'a': 0.1, 'e': 0.44467781503197196}",20,5,9.206434840623697,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.1, 'e': 0.44423313721693997}",25,14,-3.2873974563800648,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
812,False,"{'a': 0.1, 'e': 0.44378890407972305}",25,10,5.847349840989352,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
