trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.999}",35,0,-193.8302108465451,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
2,False,"{'a': 0.1, 'e': 0.998001}",20,0,-94.31177694938496,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
3,False,"{'a': 0.1, 'e': 0.997002999}",20,0,-150.18178025741813,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
4,False,"{'a': 0.1, 'e': 0.996005996001}",20,0,-103.070180307889,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.995009990004999}",20,0,-110.94107320766201,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.994014980014994}",30,0,-105.07448446440648,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.993020965034979}",25,0,-156.76773462184758,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
8,False,"{'a': 0.1, 'e': 0.9920279440699441}",20,0,-194.7181294373251,"{0: 9, 1: 5, 2: 2, 3: 0, 4: 4}",0
9,False,"{'a': 0.1, 'e': 0.9910359161258742}",25,0,-258.4768504570698,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 5}",0
10,False,"{'a': 0.1, 'e': 0.9900448802097482}",20,0,-117.68746810855323,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.9890548353295385}",30,0,-101.96265758376225,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
12,False,"{'a': 0.1, 'e': 0.988065780494209}",25,0,-88.34290336714713,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
13,False,"{'a': 0.1, 'e': 0.9870777147137147}",30,0,-133.81495352710087,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
14,False,"{'a': 0.1, 'e': 0.986090636999001}",25,0,-203.33835093159482,"{0: 9, 1: 8, 2: 5, 3: 0, 4: 3}",0
15,False,"{'a': 0.1, 'e': 0.9851045463620021}",20,0,-99.7675690829453,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
16,False,"{'a': 0.1, 'e': 0.98411944181564}",20,0,-23.913126816946857,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
17,False,"{'a': 0.1, 'e': 0.9831353223738244}",20,0,-178.55481599698592,"{0: 6, 1: 5, 2: 6, 3: 1, 4: 2}",0
18,False,"{'a': 0.1, 'e': 0.9821521870514506}",20,0,-110.54859436763687,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.1, 'e': 0.9811700348643991}",25,0,-184.00760720803896,"{0: 10, 1: 2, 2: 10, 3: 2, 4: 1}",0
20,False,"{'a': 0.1, 'e': 0.9801888648295347}",25,0,-348.6056728040415,"{0: 8, 1: 1, 2: 9, 3: 1, 4: 6}",0
21,False,"{'a': 0.1, 'e': 0.9792086759647052}",30,0,-143.1052318039797,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
22,False,"{'a': 0.1, 'e': 0.9782294672887405}",20,0,-105.75531339881094,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
23,False,"{'a': 0.1, 'e': 0.9772512378214517}",20,8,-69.79615684071157,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
24,False,"{'a': 0.1, 'e': 0.9762739865836303}",25,0,-194.3682681179971,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
25,False,"{'a': 0.1, 'e': 0.9752977125970467}",20,0,-148.77739664547204,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
26,False,"{'a': 0.1, 'e': 0.9743224148844496}",30,0,-141.84711955882094,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
27,False,"{'a': 0.1, 'e': 0.9733480924695651}",20,7,-83.23721836657225,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 1}",1
28,False,"{'a': 0.1, 'e': 0.9723747443770956}",25,0,-123.23096196515793,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.1, 'e': 0.9714023696327185}",20,0,-101.71126893846686,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
30,False,"{'a': 0.1, 'e': 0.9704309672630859}",20,0,-158.83946704012658,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
31,False,"{'a': 0.1, 'e': 0.9694605362958227}",20,0,-148.61009103598525,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
32,False,"{'a': 0.1, 'e': 0.9684910757595269}",30,7,-175.0872966435118,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 3}",1
33,False,"{'a': 0.1, 'e': 0.9675225846837673}",20,0,-202.08347514292535,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
34,False,"{'a': 0.1, 'e': 0.9665550620990835}",25,0,-159.7961959602858,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
35,False,"{'a': 0.1, 'e': 0.9655885070369844}",25,6,-137.92387078025575,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 2}",1
36,False,"{'a': 0.1, 'e': 0.9646229185299474}",20,0,-36.16637850551712,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
37,False,"{'a': 0.1, 'e': 0.9636582956114175}",20,11,3.81591161364379,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.1, 'e': 0.9626946373158061}",30,0,-200.24239562849968,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
39,False,"{'a': 0.1, 'e': 0.9617319426784903}",25,0,-67.49812146207881,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
40,False,"{'a': 0.1, 'e': 0.9607702107358118}",25,15,-11.386535264699164,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.1, 'e': 0.959809440525076}",25,0,-19.45253919918058,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
42,False,"{'a': 0.1, 'e': 0.9588496310845509}",20,0,-92.86193685140574,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
43,False,"{'a': 0.1, 'e': 0.9578907814534664}",20,0,-43.58358734086359,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
44,False,"{'a': 0.1, 'e': 0.9569328906720129}",30,0,-197.88974227108395,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
45,False,"{'a': 0.1, 'e': 0.9559759577813409}",25,0,-108.80649694530524,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
46,False,"{'a': 0.1, 'e': 0.9550199818235596}",25,0,-167.4714334148495,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
47,False,"{'a': 0.1, 'e': 0.9540649618417361}",25,5,-105.80756106021721,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",1
48,False,"{'a': 0.1, 'e': 0.9531108968798944}",25,0,-150.89623828420017,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
49,False,"{'a': 0.1, 'e': 0.9521577859830145}",25,0,-157.127202132457,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 3}",0
50,False,"{'a': 0.1, 'e': 0.9512056281970315}",25,0,-105.99516843773789,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
51,False,"{'a': 0.1, 'e': 0.9502544225688344}",30,0,-262.485820672982,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 4}",0
52,False,"{'a': 0.1, 'e': 0.9493041681462656}",25,0,-127.09011082647555,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
53,False,"{'a': 0.1, 'e': 0.9483548639781193}",25,11,-27.739901197914193,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
54,False,"{'a': 0.1, 'e': 0.9474065091141411}",20,0,-68.09615672521304,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.1, 'e': 0.946459102605027}",20,0,-81.74462486662655,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
56,False,"{'a': 0.1, 'e': 0.9455126435024219}",20,10,-39.33124564900132,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
57,False,"{'a': 0.1, 'e': 0.9445671308589195}",25,0,-43.58309180028773,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
58,False,"{'a': 0.1, 'e': 0.9436225637280606}",25,0,-134.7758987098882,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
59,False,"{'a': 0.1, 'e': 0.9426789411643326}",25,3,-47.19112400582718,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
60,False,"{'a': 0.1, 'e': 0.9417362622231683}",20,7,14.843290421536812,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.1, 'e': 0.9407945259609451}",25,0,-107.62562142304643,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
62,False,"{'a': 0.1, 'e': 0.9398537314349842}",30,0,-179.5184958725972,"{0: 12, 1: 9, 2: 7, 3: 0, 4: 2}",0
63,False,"{'a': 0.1, 'e': 0.9389138777035492}",20,0,-131.79561835418372,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
64,False,"{'a': 0.1, 'e': 0.9379749638258457}",30,0,-215.4681501900683,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
65,False,"{'a': 0.1, 'e': 0.9370369888620198}",30,11,-92.20911520939991,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 1}",1
66,False,"{'a': 0.1, 'e': 0.9360999518731578}",20,0,-69.00538821500388,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
67,False,"{'a': 0.1, 'e': 0.9351638519212846}",30,0,-154.23509861246174,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
68,False,"{'a': 0.1, 'e': 0.9342286880693633}",20,0,-169.9793345725345,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
69,False,"{'a': 0.1, 'e': 0.933294459381294}",25,6,-71.80144142985176,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
70,False,"{'a': 0.1, 'e': 0.9323611649219127}",25,0,-56.432659339894606,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
71,False,"{'a': 0.1, 'e': 0.9314288037569908}",20,0,-47.926145817558314,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
72,False,"{'a': 0.1, 'e': 0.9304973749532338}",20,0,-106.01892030968047,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
73,False,"{'a': 0.1, 'e': 0.9295668775782806}",25,0,-221.12368431736738,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
74,False,"{'a': 0.1, 'e': 0.9286373107007023}",20,0,-77.1400550809782,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
75,False,"{'a': 0.1, 'e': 0.9277086733900016}",20,0,-143.84690101397067,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
76,False,"{'a': 0.1, 'e': 0.9267809647166116}",30,0,-135.02576163638858,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
77,False,"{'a': 0.1, 'e': 0.925854183751895}",20,0,-126.7429498304824,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.1, 'e': 0.9249283295681431}",25,0,-148.5566785267266,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
79,False,"{'a': 0.1, 'e': 0.9240034012385749}",30,0,-236.1932411789088,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 4}",0
80,False,"{'a': 0.1, 'e': 0.9230793978373364}",25,0,-123.06505522021934,"{0: 13, 1: 1, 2: 9, 3: 2, 4: 0}",0
81,False,"{'a': 0.1, 'e': 0.9221563184394991}",20,12,-35.25583229420297,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.1, 'e': 0.9212341621210596}",20,15,3.224168209065914,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.1, 'e': 0.9203129279589385}",20,0,-57.92648737351819,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
84,False,"{'a': 0.1, 'e': 0.9193926150309796}",25,0,-147.91008403686766,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
85,False,"{'a': 0.1, 'e': 0.9184732224159486}",20,0,-96.47198122310209,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
86,False,"{'a': 0.1, 'e': 0.9175547491935327}",25,0,-165.66814434261605,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
87,False,"{'a': 0.1, 'e': 0.9166371944443392}",20,0,-92.25398165911506,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
88,False,"{'a': 0.1, 'e': 0.9157205572498949}",20,0,-124.52595041112849,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
89,False,"{'a': 0.1, 'e': 0.914804836692645}",20,0,-47.37323411572838,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
90,False,"{'a': 0.1, 'e': 0.9138900318559524}",25,13,-23.906975922170666,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
91,False,"{'a': 0.1, 'e': 0.9129761418240965}",20,14,1.9296897642096524,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.1, 'e': 0.9120631656822724}",25,14,-36.60514145097005,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
93,False,"{'a': 0.1, 'e': 0.9111511025165902}",20,0,-42.248913904184505,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.1, 'e': 0.9102399514140735}",25,4,-51.80594715721136,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.1, 'e': 0.9093297114626595}",20,2,-66.25259750483748,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 0}",1
96,False,"{'a': 0.1, 'e': 0.9084203817511969}",20,0,-108.07821310593819,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
97,False,"{'a': 0.1, 'e': 0.9075119613694457}",30,0,-71.42385155993199,"{0: 17, 1: 8, 2: 5, 3: 0, 4: 0}",0
98,False,"{'a': 0.1, 'e': 0.9066044494080763}",30,0,-140.51550374889905,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
99,False,"{'a': 0.1, 'e': 0.9056978449586682}",20,0,-143.14323322312228,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
100,False,"{'a': 0.1, 'e': 0.9047921471137096}",25,0,-100.52745117328998,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
101,False,"{'a': 0.1, 'e': 0.9038873549665959}",25,3,-115.16474521571934,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 2}",1
102,False,"{'a': 0.1, 'e': 0.9029834676116293}",30,0,-289.4432885746508,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 5}",0
103,False,"{'a': 0.1, 'e': 0.9020804841440176}",20,6,-74.82549306089125,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
104,False,"{'a': 0.1, 'e': 0.9011784036598737}",20,0,-77.87806153700181,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
105,False,"{'a': 0.1, 'e': 0.9002772252562138}",20,0,-172.58881564966646,"{0: 8, 1: 4, 2: 4, 3: 2, 4: 2}",0
106,False,"{'a': 0.1, 'e': 0.8993769480309576}",20,0,-106.46058972779775,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
107,False,"{'a': 0.1, 'e': 0.8984775710829266}",20,0,-4.414231929390003,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
108,False,"{'a': 0.1, 'e': 0.8975790935118436}",20,0,-78.46280817281301,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
109,False,"{'a': 0.1, 'e': 0.8966815144183318}",25,0,-37.836746026337195,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
110,False,"{'a': 0.1, 'e': 0.8957848329039134}",25,4,-109.29832143714032,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 1}",1
111,False,"{'a': 0.1, 'e': 0.8948890480710096}",20,0,-79.85934235203348,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
112,False,"{'a': 0.1, 'e': 0.8939941590229386}",20,0,-73.11844881378791,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
113,False,"{'a': 0.1, 'e': 0.8931001648639156}",25,0,-90.95276576675377,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
114,False,"{'a': 0.1, 'e': 0.8922070646990518}",20,0,-12.370781700530614,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.1, 'e': 0.8913148576343527}",25,0,-110.07502688538489,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
116,False,"{'a': 0.1, 'e': 0.8904235427767183}",25,0,-95.22621834670062,"{0: 12, 1: 9, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.1, 'e': 0.8895331192339416}",25,0,-143.14218349820084,"{0: 10, 1: 7, 2: 6, 3: 1, 4: 1}",0
118,False,"{'a': 0.1, 'e': 0.8886435861147077}",25,0,-56.11987135949944,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
119,False,"{'a': 0.1, 'e': 0.887754942528593}",20,0,-98.72120266631822,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
120,False,"{'a': 0.1, 'e': 0.8868671875860644}",30,0,-167.08912689624887,"{0: 21, 1: 2, 2: 2, 3: 2, 4: 3}",0
121,False,"{'a': 0.1, 'e': 0.8859803203984784}",20,8,-83.35580929377197,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
122,False,"{'a': 0.1, 'e': 0.88509434007808}",20,9,-34.755459896666004,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
123,False,"{'a': 0.1, 'e': 0.8842092457380019}",25,2,-168.7314606685112,"{0: 14, 1: 1, 2: 2, 3: 4, 4: 2}",1
124,False,"{'a': 0.1, 'e': 0.8833250364922639}",30,17,-50.370768851073294,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
125,False,"{'a': 0.1, 'e': 0.8824417114557717}",30,3,-85.85991773728482,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 0}",1
126,False,"{'a': 0.1, 'e': 0.8815592697443159}",35,0,-88.306547227128,"{0: 23, 1: 4, 2: 7, 3: 1, 4: 0}",0
127,False,"{'a': 0.1, 'e': 0.8806777104745716}",25,0,-59.87247413627959,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
128,False,"{'a': 0.1, 'e': 0.8797970327640969}",25,0,-156.64363906475546,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
129,False,"{'a': 0.1, 'e': 0.8789172357313328}",30,0,-83.01933627265296,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
130,False,"{'a': 0.1, 'e': 0.8780383184956015}",30,12,-31.425949925351528,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
131,False,"{'a': 0.1, 'e': 0.8771602801771059}",25,0,-38.67363199394913,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
132,False,"{'a': 0.1, 'e': 0.8762831198969288}",20,0,-54.6750889865546,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
133,False,"{'a': 0.1, 'e': 0.8754068367770318}",30,0,-129.22359279595227,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
134,False,"{'a': 0.1, 'e': 0.8745314299402548}",25,0,-167.09585912342317,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
135,False,"{'a': 0.1, 'e': 0.8736568985103146}",20,12,2.446347759283068,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.1, 'e': 0.8727832416118043}",20,0,-27.218049040405795,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
137,False,"{'a': 0.1, 'e': 0.8719104583701925}",20,0,-113.55651354005442,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
138,False,"{'a': 0.1, 'e': 0.8710385479118223}",20,0,-80.86743329801666,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
139,False,"{'a': 0.1, 'e': 0.8701675093639105}",30,0,-202.58446703938105,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
140,False,"{'a': 0.1, 'e': 0.8692973418545467}",30,0,-67.42265257424381,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
141,False,"{'a': 0.1, 'e': 0.8684280445126921}",20,0,-199.7517152949892,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
142,False,"{'a': 0.1, 'e': 0.8675596164681794}",25,1,-31.79072357730605,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.1, 'e': 0.8666920568517111}",20,0,-25.653412270141565,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.1, 'e': 0.8658253647948594}",20,13,3.3792786262278707,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.1, 'e': 0.8649595394300645}",20,16,8.61189749015622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.1, 'e': 0.8640945798906344}",20,3,-34.43225460596506,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
147,False,"{'a': 0.1, 'e': 0.8632304853107438}",25,0,-35.80793933596829,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.1, 'e': 0.862367254825433}",25,0,-76.13772576785408,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
149,False,"{'a': 0.1, 'e': 0.8615048875706075}",20,0,-143.74239423745618,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
150,False,"{'a': 0.1, 'e': 0.8606433826830369}",25,0,-69.41874468121517,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
151,False,"{'a': 0.1, 'e': 0.8597827393003539}",20,11,-7.493752166582462,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.1, 'e': 0.8589229565610536}",20,2,-43.93215263097988,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
153,False,"{'a': 0.1, 'e': 0.8580640336044925}",25,0,-63.560677250194786,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
154,False,"{'a': 0.1, 'e': 0.857205969570888}",20,0,-58.04148435080914,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
155,False,"{'a': 0.1, 'e': 0.8563487636013172}",30,0,-188.75739113901648,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
156,False,"{'a': 0.1, 'e': 0.8554924148377159}",20,0,-120.29114079146807,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
157,False,"{'a': 0.1, 'e': 0.8546369224228781}",20,0,-98.91442025598137,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
158,False,"{'a': 0.1, 'e': 0.8537822855004553}",30,0,-145.00088051461225,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
159,False,"{'a': 0.1, 'e': 0.8529285032149548}",20,0,-73.89971907130146,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.1, 'e': 0.8520755747117399}",25,0,-212.40367154162874,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
161,False,"{'a': 0.1, 'e': 0.8512234991370281}",20,0,-134.3876156344275,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
162,False,"{'a': 0.1, 'e': 0.8503722756378911}",35,0,-100.95798879803198,"{0: 26, 1: 3, 2: 4, 3: 0, 4: 2}",0
163,False,"{'a': 0.1, 'e': 0.8495219033622532}",20,0,-55.47644596692357,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.1, 'e': 0.8486723814588909}",20,0,-24.91467578739032,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
165,False,"{'a': 0.1, 'e': 0.847823709077432}",25,0,-65.38943916114854,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
166,False,"{'a': 0.1, 'e': 0.8469758853683546}",20,0,-193.61070846390538,"{0: 8, 1: 4, 2: 2, 3: 4, 4: 2}",0
167,False,"{'a': 0.1, 'e': 0.8461289094829862}",20,0,-116.05162784645616,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
168,False,"{'a': 0.1, 'e': 0.8452827805735033}",20,0,-3.889775400737099,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.1, 'e': 0.8444374977929298}",20,6,-32.72924663339562,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
170,False,"{'a': 0.1, 'e': 0.8435930602951368}",25,2,-134.86790349678944,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 2}",1
171,False,"{'a': 0.1, 'e': 0.8427494672348417}",20,0,-73.73680890805738,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
172,False,"{'a': 0.1, 'e': 0.8419067177676068}",20,0,-102.07259879767606,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
173,False,"{'a': 0.1, 'e': 0.8410648110498392}",20,0,-72.95284407547095,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
174,False,"{'a': 0.1, 'e': 0.8402237462387894}",25,7,-71.26894537480987,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
175,False,"{'a': 0.1, 'e': 0.8393835224925505}",20,0,-65.81814320488672,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
176,False,"{'a': 0.1, 'e': 0.838544138970058}",20,6,-20.280206071977226,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.1, 'e': 0.8377055948310879}",25,0,-48.52343925435236,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.1, 'e': 0.8368678892362568}",20,0,-160.58371640600708,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
179,False,"{'a': 0.1, 'e': 0.8360310213470206}",25,5,-147.93153405376398,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",1
180,False,"{'a': 0.1, 'e': 0.8351949903256736}",20,0,-71.53866614925296,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
181,False,"{'a': 0.1, 'e': 0.8343597953353479}",20,0,-21.1269125817578,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
182,False,"{'a': 0.1, 'e': 0.8335254355400126}",20,15,10.922875722385037,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.1, 'e': 0.8326919101044725}",30,0,-30.405199006684434,"{0: 21, 1: 6, 2: 3, 3: 0, 4: 0}",0
184,False,"{'a': 0.1, 'e': 0.831859218194368}",20,0,-34.176771120473425,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
